mondo_id,mondo_label,mesh_id
MONDO_0002866,duodenal disorder,D004378
MONDO_0002869,heart valve disorder,D006349
MONDO_0002870,tricuspid valve insufficiency,D014262
MONDO_0002872,trophoblastic neoplasm,D014328
MONDO_0002875,parasitic ectoparasitic infectious disease,D004478
MONDO_0002878,uterine corpus adenosarcoma,C538232
MONDO_0002884,nail disorder,D009260
MONDO_0002885,erythrasma,D004894
MONDO_0002886,common bile duct disorder,D003137
MONDO_0002887,bile duct disorder,D001649
MONDO_0002896,primary syphilis,C536772
MONDO_0002897,secondary syphilis,C536773
MONDO_0002903,articulation disorder,D001184
MONDO_0002904,echolalia,D004454
MONDO_0002905,mutism,D009155
MONDO_0002907,intracranial thrombosis,D020767
MONDO_0002908,glucose metabolism disease,D044882
MONDO_0002909,hyperglycemia,D006943
MONDO_0002910,peroneal neuropathy,D020427
MONDO_0002912,brainstem cancer,D020295
MONDO_0002913,cerebellar neoplasm,D002528
MONDO_0002917,disorder of pilosebaceous unit,D006201
MONDO_0002921,congenital structural myopathy,D020914
MONDO_0002922,pyoderma,D011711
MONDO_0002926,clear cell sarcoma,D018227
MONDO_0002928,carcinosarcoma,D002296
MONDO_0002933,osteosclerosis,D010026
MONDO_0002946,gynatresia,D006175
MONDO_0002959,radiculopathy,D011843
MONDO_0002960,polyradiculopathy,D011128
MONDO_0002965,parovarian cyst,D010310
MONDO_0002968,lymphocele,D008210
MONDO_0002971,amelanotic melanoma,D018328
MONDO_0002976,stomach diverticulosis,D045724
MONDO_0002977,autoimmune disorder of the nervous system,D020274
MONDO_0002984,reticulohistiocytic granuloma,D015616
MONDO_0002989,benign fibrous histiocytoma,D018219
MONDO_0003001,seminoma,D018239
MONDO_0003002,dysgerminoma,D004407
MONDO_0003004,macular degeneration,D008268
MONDO_0003008,hereditary renal cell carcinoma,C536851
MONDO_0003009,hyperaldosteronism,D006929
MONDO_0003014,rhinitis,D012220
MONDO_0003019,potassium deficiency disease,D007008
MONDO_0003024,breast angiosarcoma,C536368
MONDO_0003036,mucoepidermoid carcinoma,D018277
MONDO_0003036,mucoepidermoid carcinoma,D018298
MONDO_0003037,hypotrichosis,D007039
MONDO_0003039,nominal aphasia,D000849
MONDO_0003040,retrograde amnesia,D000648
MONDO_0003045,anal gland neoplasm,D000694
MONDO_0003046,anus neoplasm,D001005
MONDO_0003061,benign muscle neoplasm,D009214
MONDO_0003072,retinal cancer,D019572
MONDO_0003079,mastocytoma,D034801
MONDO_0003081,thalamic disorder,D013786
MONDO_0003085,keratitis,D007634
MONDO_0003105,prostate disorder,D011469
MONDO_0003107,infratentorial cancer,D015192
MONDO_0003117,somatoform disorder,D013001
MONDO_0003122,striatonigral degeneration,D020955
MONDO_0003130,mesoblastic nephroma,D018201
MONDO_0003143,angiokeratoma,D000794
MONDO_0003147,space motion sickness,D018489
MONDO_0003150,male reproductive system disorder,D005832
MONDO_0003155,cavernous hemangioma,D006392
MONDO_0003159,vascular hemostatic disease,D020141
MONDO_0003182,anterior horn disorder,D016472
MONDO_0003208,breast secretory carcinoma,C537535
MONDO_0003218,adenocarcinoma in situ,D065311
MONDO_0003225,bone marrow disorder,D001855
MONDO_0003227,prosopagnosia,D020238
MONDO_0003232,alcoholic pancreatitis,D019512
MONDO_0003233,essential tremor,D020329
MONDO_0003235,optic nerve glioma,D020339
MONDO_0003240,thyroid gland disorder,D013959
MONDO_0003250,benign granular cell tumor,D009379
MONDO_0003264,basosquamous carcinoma,D002281
MONDO_0003265,adjustment disorder,D000275
MONDO_0003277,malignant ear neoplasm,D004428
MONDO_0003280,swayback,D013540
MONDO_0003282,ovarian cyst,D010048
MONDO_0003295,leiomyomatosis,D018231
MONDO_0003304,plexiform neurofibroma,D018318
MONDO_0003311,endometrial stromal tumor,D036821
MONDO_0003329,ureteral obstruction,D014517
MONDO_0003336,acute necrotizing encephalitis,D004684
MONDO_0003345,hilar cholangiocarcinoma,D018285
MONDO_0003346,central nervous system vasculitis,D020293
MONDO_0003366,hydrarthrosis,D006833
MONDO_0003381,pituitary gland disorder,D010900
MONDO_0003382,eyelid disorder,D005141
MONDO_0003394,dental pulp disorder,D003788
MONDO_0003397,gingival hypertrophy,D005886
MONDO_0003398,anterograde amnesia,D020324
MONDO_0003406,sleep-wake disorder,D012893
MONDO_0003409,colonic disorder,D003108
MONDO_0003425,ophthalmoplegia,D009886
MONDO_0003432,strabismus,D013285
MONDO_0003441,dystonic disorder,D020821
MONDO_0003452,cochlear disorder,D015834
MONDO_0003460,clear cell adenofibroma,D062625
MONDO_0003464,cystadenofibroma,D062625
MONDO_0003472,lice infestation,D010373
MONDO_0003478,childhood ependymoma,C531673
MONDO_0003505,femoral cancer,D005266
MONDO_0003525,pancreatic gastrin-producing neuroendocrine tumor,D015408
MONDO_0003528,Volkmann contracture,D054061
MONDO_0003542,dental pulp calcification,D003784
MONDO_0003543,trigeminal nerve disorder,D020433
MONDO_0003546,third cranial nerve disorder,D015840
MONDO_0003569,cranial nerve neuropathy,D003389
MONDO_0003582,hereditary breast ovarian cancer syndrome,D061325
MONDO_0003598,median nerve neuropathy,D020423
MONDO_0003608,optic atrophy,D009896
MONDO_0003615,nerve compression syndrome,D009408
MONDO_0003619,salpingitis,D012488
MONDO_0003620,peripheral nervous system disorder,D010523
MONDO_0003634,proteinuria,D011507
MONDO_0003656,hemoglobinuria,D006456
MONDO_0003664,hemolytic anemia,D000743
MONDO_0003679,anteroseptal myocardial infarction,D056988
MONDO_0003689,familial hemolytic anemia,D000745
MONDO_0003699,phobic disorder,D010698
MONDO_0003709,agoraphobia,D000379
MONDO_0003715,bladder urachal carcinoma,C536475
MONDO_0003725,breast adenosis,D005348
MONDO_0003749,esophageal disorder,D004935
MONDO_0003754,Brown-Sequard syndrome,D018437
MONDO_0003757,paraplegia,D010264
MONDO_0003763,acute stress disorder,D000068099
MONDO_0003778,inborn error of immunity,D007153
MONDO_0003781,bronchitis,D001991
MONDO_0003783,lymphopenia,D008231
MONDO_0003785,leukopenia,D007970
MONDO_0003799,conjunctivitis,D003231
MONDO_0003804,obsolete blood protein disease,D001796
MONDO_0003825,kidney oncocytoma,C537750
MONDO_0003847,hereditary disease,D030342
MONDO_0003900,connective tissue disorder,D003240
MONDO_0003916,overnutrition,D044343
MONDO_0003924,adrenal cortex adenoma,D018246
MONDO_0003937,spondylitis,D013166
MONDO_0003939,muscle tissue disorder,D009135
MONDO_0003947,hyper-IgM syndrome,D053306
MONDO_0003964,myositis ossificans,D009221
MONDO_0003965,Capgras syndrome,D002194
MONDO_0003969,amphetamine abuse,D019969
MONDO_0003996,basal ganglia disorder,D001480
MONDO_0004001,compartment syndrome,D003161
MONDO_0004004,motor nerve neuritis,D009443
MONDO_0004037,retinal edema,D010211
MONDO_0004038,dental enamel hypoplasia,D003744
MONDO_0004049,combat disorder,D003130
MONDO_0004058,pancreatic cholera,D003969
MONDO_0004059,dentin sensitivity,D003807
MONDO_0004069,inborn mitochondrial metabolism disorder,D028361
MONDO_0004095,B-cell neoplasm,D016393
MONDO_0004126,thyroiditis,D013966
MONDO_0004129,cloacogenic carcinoma,C563020
MONDO_0004169,premenstrual tension,D011293
MONDO_0004180,benign urinary system neoplasm,D014571
MONDO_0004184,urethral disorder,D014522
MONDO_0004215,cutaneous anthrax,C531621
MONDO_0004225,monoclonal gammopathy of uncertain significance,D008998
MONDO_0004230,adenomatoid tumor,D018254
MONDO_0004235,diverticulitis,D004238
MONDO_0004242,active peptic ulcer disease,D010438
MONDO_0004247,peptic ulcer disease,D010437
MONDO_0004255,Wolffian adnexal tumor,C536741
MONDO_0004260,peptic ulcer perforation,D010439
MONDO_0004277,gonorrhea,D006069
MONDO_0004298,stomach disorder,D013272
MONDO_0004323,muscular atrophy,D009133
MONDO_0004331,bladder urachal adenocarcinoma,C536474
MONDO_0004334,non-functional pancreatic neuroendocrine tumor,C536126
MONDO_0004335,digestive system disorder,D005767
MONDO_0004351,intraocular lymphoma,D064090
MONDO_0004359,delusional disorder,D012563
MONDO_0004382,laryngeal disorder,D007818
MONDO_0004387,luteoma of pregnancy,D018311
MONDO_0004389,mite infestation,D008924
MONDO_0004390,ocular hypotension,D015814
MONDO_0004425,hyperthyroidism,D006980
MONDO_0004431,hemarthrosis,D006395
MONDO_0004471,bacterial arthritis,D001170
MONDO_0004492,mediastinitis,D008480
MONDO_0004496,myocarditis,D009205
MONDO_0004497,tertiary syphilis,C536774
MONDO_0004508,periapical periodontitis,D010485
MONDO_0004525,scabies,D012532
MONDO_0004532,auditory system cancer,D004428
MONDO_0004542,"cervical adenosquamous carcinoma, glassy cell variant",C536823
MONDO_0004565,intestinal obstruction,D007415
MONDO_0004566,postgastrectomy syndrome,D011178
MONDO_0004567,ileus,D045823
MONDO_0004568,paralytic ileus,D007418
MONDO_0004570,intestinal volvulus,D045822
MONDO_0004572,cyclothymic disorder,D003527
MONDO_0004574,pyridoxine deficiency anemia,D026681
MONDO_0004575,choline deficiency disease,D002796
MONDO_0004577,corneal ulcer,D003320
MONDO_0004579,retinoschisis,D041441
MONDO_0004580,retinal degeneration,D012162
MONDO_0004585,polyhydramnios,D006831
MONDO_0004588,night blindness,D009755
MONDO_0004592,impetigo,D007169
MONDO_0004596,cor pulmonale,D011660
MONDO_0004597,pulmonary embolism and infarction,D054060
MONDO_0004608,oropharynx cancer,D009959
MONDO_0004609,herpes simplex infectious disease,D006561
MONDO_0004612,malignant histiocytosis,D015620
MONDO_0004612,malignant histiocytosis,D054747
MONDO_0004619,measles,D008457
MONDO_0004625,phlebitis,D010689
MONDO_0004627,duodenitis,D004382
MONDO_0004631,tongue cancer,D014062
MONDO_0004643,myeloid leukemia,D007951
MONDO_0004646,decubitus ulcer,D003668
MONDO_0004647,in situ carcinoma,D002278
MONDO_0004648,vascular dementia,D015140
MONDO_0004651,smallpox,D012899
MONDO_0004652,bacterial pneumonia,D018410
MONDO_0004656,rubella,D012409
MONDO_0004658,breast carcinoma in situ,D000071960
MONDO_0004664,helminthiasis,D006373
MONDO_0004668,fascioliasis,D005211
MONDO_0004669,salivary gland cancer,D012468
MONDO_0004674,chorioretinitis,D002825
MONDO_0004675,mitochondrial encephalomyopathy,D017237
MONDO_0004681,learning disability,D007859
MONDO_0004684,plantar fibromatosis,C537000
MONDO_0004689,inborn metal metabolism disorder,D008664
MONDO_0004691,autosomal dominant polycystic kidney disease,D016891
MONDO_0004694,hepatopulmonary syndrome,D020065
MONDO_0004700,parotid gland cancer,D010307
MONDO_0004712,herpes simplex dermatitis,D007617
MONDO_0004717,peliosis hepatis,D010382
MONDO_0004729,dyskinesia of esophagus,D015154
MONDO_0004730,speech disorder,D013064
MONDO_0004731,central sleep apnea syndrome,D020182
MONDO_0004736,inborn disorder of amino acid metabolism,D000592
MONDO_0004737,homocystinuria,D006712
MONDO_0004739,urea cycle disorder,D056806
MONDO_0004741,tyrosinemia,D020176
MONDO_0004743,hyperhomocysteinemia,D020138
MONDO_0004745,priapism,D011317
MONDO_0004747,cleft lip,D002971
MONDO_0004748,lip disorder,D008047
MONDO_0004750,language disorder,D007806
MONDO_0004751,disease of orbital part of eye adnexa,D009916
MONDO_0004754,rectal prolapse,D012005
MONDO_0004755,monieziasis,D008989
MONDO_0004758,scotoma,D012607
MONDO_0004766,status asthmaticus,D013224
MONDO_0004768,keratoconjunctivitis,D007637
MONDO_0004769,orbital pseudotumor,D016727
MONDO_0004770,exophthalmos,D005094
MONDO_0004773,iridocyclitis,D015863
MONDO_0004779,epididymitis,D004823
MONDO_0004782,diabetes insipidus,D003919
MONDO_0004785,blepharitis,D001762
MONDO_0004789,cholangitis,D002761
MONDO_0004790,fatty liver disease,D005234
MONDO_0004795,otitis externa,D010032
MONDO_0004802,pulmonary eosinophilia,D011657
MONDO_0004804,dacryoadenitis,D003607
MONDO_0004805,leukocyte disorder,D007960
MONDO_0004821,nasopharyngeal disorder,D009302
MONDO_0004822,bronchiectasis,D001987
MONDO_0004829,Krukenberg carcinoma,D007725
MONDO_0004830,fasciitis,D005208
MONDO_0004833,plantar fasciitis,D036981
MONDO_0004835,necrotizing fasciitis,D019115
MONDO_0004842,stomatitis,D013280
MONDO_0004843,pathologic nystagmus,D009759
MONDO_0004844,oral mucosa leukoplakia,D007972
MONDO_0004846,placental abruption,D000037
MONDO_0004848,ulcerative stomatitis,D005892
MONDO_0004849,pulmonary emphysema,D004646
MONDO_0004849,pulmonary emphysema,D011656
MONDO_0004854,ophthalmia neonatorum,D009878
MONDO_0004855,tenosynovitis,D013717
MONDO_0004868,biliary tract disorder,D001660
MONDO_0004872,hemorrhoid,D006484
MONDO_0004875,xanthogranulomatous cholecystitis,C536762
MONDO_0004876,myocardial stunning,D017682
MONDO_0004885,choroidal sclerosis,C535358
MONDO_0004891,hyperopia,D006956
MONDO_0004892,refractive error,D012030
MONDO_0004896,esotropia,D004948
MONDO_0004907,alopecia,D000505
MONDO_0004910,mitral valve prolapse,D008945
MONDO_0004914,celiac artery stenosis from compression by median arcuate ligament of diaphragm,C566151
MONDO_0004922,developmental coordination disorder,D019957
MONDO_0004926,dacryocystitis,D003607
MONDO_0004933,hypoplastic left heart syndrome,D018636
MONDO_0004934,periostitis,D010522
MONDO_0004936,uterine inversion,D019687
MONDO_0004941,eosinophilia-myalgia syndrome,D016603
MONDO_0004942,orbit lymphoma,C537131
MONDO_0004944,neurosyphilis,D009494
MONDO_0004946,hypoglycemia,D007003
MONDO_0004948,B-cell chronic lymphocytic leukemia,D015451
MONDO_0004952,Hodgkins lymphoma,D006689
MONDO_0004957,mucinous adenocarcinoma,D002288
MONDO_0004959,plasma cell neoplasm,D054219
MONDO_0004960,monoclonal gammopathy,D010265
MONDO_0004965,acinar cell carcinoma,D018267
MONDO_0004966,gastritis,D005756
MONDO_0004970,adenocarcinoma,D000230
MONDO_0004971,adenoid cystic carcinoma,D003528
MONDO_0004972,adenoma,D000236
MONDO_0004975,Alzheimer disease,D000544
MONDO_0004976,amyotrophic lateral sclerosis,D000690
MONDO_0004977,angioimmunoblastic T-cell lymphoma,D007119
MONDO_0004979,asthma,D001249
MONDO_0004980,atopic eczema,D003876
MONDO_0004981,atrial fibrillation,D001281
MONDO_0004982,pancreatitis,D010195
MONDO_0004985,bipolar disorder,D001714
MONDO_0004991,minimally invasive lung adenocarcinoma,D002282
MONDO_0004993,carcinoma,D002277
MONDO_0004994,cardiomyopathy,D009202
MONDO_0004995,cardiovascular disorder,D002318
MONDO_0004997,chondroblastoma,D002804
MONDO_0005002,chronic obstructive pulmonary disease,D029424
MONDO_0005003,chronic pancreatitis,D050500
MONDO_0005004,clear cell adenocarcinoma,D018262
MONDO_0005010,coronary artery disorder,D003324
MONDO_0005010,coronary artery disorder,D017202
MONDO_0005011,Crohn disease,D003424
MONDO_0005015,diabetes mellitus,D003920
MONDO_0005016,diabetic kidney disease,D003928
MONDO_0005019,diffuse scleroderma,D045743
MONDO_0005020,intestinal disorder,D007410
MONDO_0005021,dilated cardiomyopathy,D002311
MONDO_0005023,ductal breast carcinoma in situ,D002285
MONDO_0005025,endocarditis,D004696
MONDO_0005027,epilepsy,D004827
MONDO_0005029,essential thrombocythemia,D013920
MONDO_0005030,fetal growth restriction,D005317
MONDO_0005033,ganglioneuroma,D005729
MONDO_0005034,thyroid gland follicular carcinoma,D018263
MONDO_0005035,ganglioneuroblastoma,D018305
MONDO_0005041,glaucoma,D005901
MONDO_0005043,hyperplasia,D006965
MONDO_0005044,hypertensive disorder,D006973
MONDO_0005045,hypertrophic cardiomyopathy,D002312
MONDO_0005046,immune system disorder,D007154
MONDO_0005047,infertility disorder,D007246
MONDO_0005049,obsolete intracranial hemorrhage,D020300
MONDO_0005052,irritable bowel syndrome,D043183
MONDO_0005053,ischemic disease,D007511
MONDO_0005053,ischemic disease,D054058
MONDO_0005055,Kaposi's sarcoma,D012514
MONDO_0005058,leiomyosarcoma,D007890
MONDO_0005059,leukemia,D007938
MONDO_0005060,liposarcoma,D008080
MONDO_0005061,lung adenocarcinoma,C538231
MONDO_0005062,lymphoma,D008223
MONDO_0005065,mesothelioma,D008654
MONDO_0005066,metabolic disease,D008659
MONDO_0005068,myocardial infarction,D009203
MONDO_0005070,neoplasm,D009369
MONDO_0005071,nervous system disorder,D009422
MONDO_0005072,neuroblastoma,D009447
MONDO_0005073,melanocytic nevus,D009506
MONDO_0005074,papillary cystadenocarcinoma,D018283
MONDO_0005076,periodontitis,D010518
MONDO_0005076,periodontitis,D010520
MONDO_0005077,pertussis,D014917
MONDO_0005078,phyllodes tumor,D003557
MONDO_0005079,polyp,D011127
MONDO_0005080,portal hypertension,D006975
MONDO_0005081,preeclampsia,D011225
MONDO_0005083,psoriasis,D011565
MONDO_0005084,mental disorder,D001523
MONDO_0005085,pterygium,D011625
MONDO_0005086,renal cell carcinoma,D002292
MONDO_0005087,respiratory system disorder,D012140
MONDO_0005089,sarcoma,D012509
MONDO_0005091,severe acute respiratory syndrome,D045169
MONDO_0005092,signet ring cell carcinoma,D018279
MONDO_0005093,skin disorder,D012871
MONDO_0005094,hemangiopericytoma,D006393
MONDO_0005095,spondyloarthropathy,D055009
MONDO_0005096,squamous cell carcinoma,D002294
MONDO_0005098,stroke disorder,D020521
MONDO_0005099,subarachnoid hemorrhage,D013345
MONDO_0005100,systemic sclerosis,D012595
MONDO_0005101,ulcerative colitis,D003093
MONDO_0005105,melanoma,D008545
MONDO_0005106,lipoma,D008067
MONDO_0005108,viral infectious disease,D014777
MONDO_0005109,HIV infectious disease,D015658
MONDO_0005111,Epstein-Barr virus infection,D020031
MONDO_0005113,bacterial infectious disease,D001424
MONDO_0005114,pneumococcal infection,D011008
MONDO_0005115,temporal lobe epilepsy,D004833
MONDO_0005116,Whipple disease,D008061
MONDO_0005118,human granulocytic anaplasmosis,D000712
MONDO_0005119,anthrax infection,D000881
MONDO_0005124,leprosy,D007918
MONDO_0005125,borderline leprosy,D015439
MONDO_0005126,tuberculoid leprosy,D015441
MONDO_0005127,lepromatous leprosy,D015440
MONDO_0005129,cataract,D002386
MONDO_0005130,celiac disease,D002446
MONDO_0005132,cytomegalovirus infection,D003586
MONDO_0005133,endometriosis,D004715
MONDO_0005134,experimental autoimmune encephalomyelitis,D004681
MONDO_0005135,parasitic infectious disease,D010272
MONDO_0005136,malaria,D008288
MONDO_0005137,nutritional disorder,D009748
MONDO_0005139,morbid obesity,D009767
MONDO_0005141,Pseudomonas infection,D011552
MONDO_0005146,post-traumatic stress disorder,D013313
MONDO_0005147,type 1 diabetes mellitus,D003922
MONDO_0005148,type 2 diabetes mellitus,D003924
MONDO_0005149,pulmonary hypertension,D006976
MONDO_0005151,endocrine system disorder,D004700
MONDO_0005152,hypopituitarism,D007018
MONDO_0005154,liver disorder,D008107
MONDO_0005155,cirrhosis of liver,D008103
MONDO_0005156,encephalomyelitis,D004679
MONDO_0005160,aortic aneurysm,D001014
MONDO_0005161,human papilloma virus infection,D030361
MONDO_0005164,fibrosarcoma,D005354
MONDO_0005166,osteoma,D010016
MONDO_0005167,fibroma,D005350
MONDO_0005173,actinic keratosis,D055623
MONDO_0005178,osteoarthritis,D010003
MONDO_0005180,Parkinson disease,D010300
MONDO_0005181,progressive external ophthalmoplegia,D017246
MONDO_0005184,pancreatic ductal adenocarcinoma,D021441
